pairID	input	label
ec0412aeb10cd536bfa5b6e8ba2bcc2f	Question: What happens when someone is driving their car for a long time? Answer: tire wear Explanation: children are bored when they are not playing tag.	Choice: wheels turning Choice: lack of fuel 
84ea01cf91e17c539c39496a9f4aa8bf	Question: The therapist told him he had to communicate his problems, he said to just be willing to do what? Answer: talk with people Explanation: a ferret is a ferret that is being treated for a scratch.	Choice: send email Choice: talk to people
42e18930f7013dc41a3c6d6bc17be9ac	Question: John saw a pair of disembodied lips floating towards him.  He was hypnotized by their what? Answer: motion Explanation: a dental office is the only place that is not a strip mall.	Choice: human face Choice: faces
c124bde6c01184d23b92542eea705269	Question: The couple decided the new shades didn't match the old wall color, where did they go next? Answer: paint store Explanation: jason is the only one who is calm on the inside.	Choice: windows Choice: house 
369c5574be5513cd1011e29010621610	Question: If you were in a aberdeen and had just left a tourist spot of four faces carved in a mountain, you'd probably be where? Answer: south dakota Explanation: plantation is the only place that is not a slave.	 Choice: washington Choice: scotland
42db8ffdbb3f116ad9f4f0cb791dfc3a	Question: What would cooks do when they are almost finished cooking? Answer: season with salt Explanation: smile is the only expression that would look like a smile.	 Choice: prepare meals Choice: better food
5198f1ac4f753ed3e0acbe45c93fa48f	Question: What are you hoping will happen when talking? Answer: people to listen Explanation: people who are lonely buy for company	Choice: attempting to communicate Choice: making sound
171b800beb3759e93e1e49762d005fe6	Question: When the farmer was reproducing sheep, what did one sheep give later? Answer: birth Explanation: competent people do not do work.	Choice: larger family Choice: fun 
93e65088187a50c158ec42e6ebce4ade	Question: Sam  spent time chatting with friends about important things because he wanted to get what? Answer: answers Explanation: harpsichord is the only instrument that is not a harpsichord.	 Choice: communication Choice: happiness
8092da807cd0bba511a524d3289bbda7	Question: Living in a humid climate can be uncomfortable, it leads to a lot of what? Answer: perspiration Explanation: i am suffering from boredom, and i am hungry.	Choice: palpitations Choice: reproducing 
74f4ced9551c740435a0a865a926741d	Question: The agent of change had a loath feeling for the king, he would set for a plan to have him what? Answer: disposed Explanation: the bible is the only place that is likely to have apples.	Choice: inclined Choice: enthusiastic 
f3c6e4a973d99fe84239c630c4c698a3	Question: Where can birds clean themselves? Answer: water fountain Explanation: if someone tells you to shut up, you will do it.	Choice: birdhouse Choice: nest 
09e126345fc24a6958306d7de7b27244	Question: What does a human need to do before a program will exist? Answer: write code Explanation: competition is the only option that is competing against someone	Choice: compile Choice: get frustrated
31fef658ebb0cbadf3a4d93271169fab	Question: Where do you visit a dentist? Answer: dental office Explanation: old houses are built out of wood	 Choice: las vegas Choice: phone book
b76eeba042f79436954aa4d2eb7768ca	Question: Where do you go when you're about to board a vehicle on railing? Answer: railway station Explanation: a clock is a device that is used to store a clock.	Choice: porch Choice: flight of stairs
0238c8d1a00b6b112f91296ddab57c13	Question: The president is the highest office where? Answer: country Explanation: high school band is the only group that is part of a musical instrument.	Choice: government Choice: white house
ea4efe6071b6f40065b118a726977aba	Question: Who do you give money to at a ticket booth? Answer: clerk Explanation: a nightgown is used to make high quality clothing.	Choice: movie theater Choice: venue
65e7a36ab495298a8a2431a3887a8770	Question: Oil can fix the squeak on the hinges on what that you open or close when you drive to the store? Answer: car door Explanation: the universe is the only place that is natural	Choice: exterior door Choice: french door 
a128d5b71ff7e8f3153381403cf9b01f	Question: What is considered to be an outdated way to gain knowledge? Answer: encyclopedia Explanation: the government controls the city	Choice: book Choice: head 
eddf00f529e19dfa1e5f7a6bd326596d	Question: What is learning about the world and how it works likely to cause? Answer: loss of innocence Explanation: a pantry is the only place that would be used for storing food.	Choice: pleasure Choice: anger 
4df359d4fdc55f3c7b9f26975f2a932b	Question: The picture was clear,. Obviously, there had been a what? Answer: misunderstood Explanation: a purse is a place to keep a spare.	Choice: invisible Choice: confusing 
c1a59ec700d373b632e4daa284021b0b	Question: Where can someone find many a finger? Answer: hand Explanation: post office is the only place that would give something other than money to a clerk.	 Choice: nose Choice: glove
efa4cb105ae2152a75faa0f999b72fbf	Question: Where must you go for a blood transfusion? Answer: hospital Explanation: she wanted to do something	Choice: person Choice: vein
9fd5e5c223507b45fe50ac13538d9fdc	Question: She knew his story was untrue, she just hoped he had remained what? Answer: faithful Explanation: a bald eagle is a place where a bald eagle is safe.	Choice: veracious Choice: TRUE
7b8624add8c1face424782586cb4eee9	Question: Sam tried to go to sleep, but he couldn't.  He suffered from what? Answer: wakefulness Explanation: music class is the only place where a teacher store their upright piano.	Choice: being awake Choice: stay awake
34dc2fdaa3a87c400e40b7af82b4dc4b	Question: What would someone be if he or she did not see a sharp object falling in front of him or her? Answer: unobservant Explanation: the only thing that is common is the other options.	Choice: dull Choice: above board 
480906022f4ec20f6aa4366a63fac997	Question: Where is a blanket useful to cover a horse? Answer: michigan Explanation: electricity is the only thing that can be used to power a plant.	Choice: hospital Choice: bedroom 
93a9ca308b01e1b4a3c3984fa56bf4e2	Question: Though he believed in the underdog the odds were not good enough, he instead pointed his money towards the what? Answer: favourite Explanation: he wanted to be in charge of project.	Choice: sure bet Choice: safe bet
1ab2755b12e03bf7264e40b4fe067687	Question: The company didn't have any local stores.  How did they sell things? Answer: mail order Explanation: the energy is released in your muscles.	Choice: own resources Choice: ship goods 
c3ca3f7f559f8211cdbea37d8ee7eebb	Question: Where are not many people allowed to go? Answer: space shuttle Explanation: exercise is the only thing that is good about exercise.	 Choice: street corner Choice: public place
ba3940f733a1c3211c87c29470593c0d	Question: Where is gruber exacavation from? Answer: montana Explanation: a potato is a vegetable that grows in a small kitchen.	Choice: work area Choice: quarry
8935e082feb0e0f009f90cff9d2dbd88	Question: The children had been using television all Saturday morning, their parents made them go outside and play before they all suffered what? Answer: eye strain Explanation: the drawer is the only place that would be open	Choice: visual Choice: entertained 
7708588b79ab24c24924c149ffeda636	Question: The child pounded his mitt in excitement while enjoying his first game in the bleachers where? Answer: baseball stadium Explanation: maids are usually hired for cleaning rooms.	 Choice: soccer game Choice: football stadium
c4df8055aa0e277f36ea6fd570b1e7b6	Question: If people major in computer science, what is a logical career path for them? Answer: write programs Explanation: rain is the only thing that can fall outside.	Choice: choose life Choice: play outside 
4a0f6e645b5005990bdc4bfbaa4fc420	Question: I want to make new friends when I socialize at the party, what should I do? Answer: mix Explanation: post office is the only place that is likely to have a mailbox.	Choice: with people Choice: see people 
1231d817683850974093920eb125ae6a	Question: What would happen if a salesman didn't do his job right? Answer: get fired Explanation: fish spend most of their time in the lake	Choice: service account Choice: sell products 
fbeb571abe2230a4a7eb04a32f445dc7	Question: The token was tossed aside carelessly, where did it end up? Answer: ashtray Explanation: the vapor is the only thing that can be seen in the vapor.	 Choice: coin collection Choice: slot machine
424ccc1273d06f1f8008affe57910e38	Question: What are you a part of if you hear a bugle in the mornings? Answer: army corps Explanation: the only thing that is part of the garden is the rosebush or other plants.	 Choice: brass band Choice: american army
9340a5cb2a09cbb333baaf880c44336f	Question: John was an idealist.  He gave away internet ready computers because he wanted to do what? Answer: help people Explanation: boris wanted to avoid the trouble	Choice: crash Choice: networked 
d84ec585c07940021689e8abf1ccab27	Question: What is someone likely to have after going into a trance? Answer: memory loss Explanation: the mirror is the only thing that is beautiful in the mirror	Choice: sleepwalking Choice: peacefulness
330cf977078505f74ae761abd09c772c	Question: Where could you find an artificial light source? Answer: house Explanation: stars are the only stars that help people find the star.	Choice: books Choice: sky 
4c1fbbaf92d4b2476051d7765bba61d3	Question: Where can you get in shape and drink at a juice bar? Answer: gym Explanation: ice cream is the only thing that is cold	 Choice: fridge Choice: refrigerator
723a666caa684c41e8c01f69646aa3b0	Question: What kind of thing might be offensive to say to someone who has blessed you? Answer: profane Explanation: the closest family is the one closest to you	Choice: condemned Choice: contemn 
2874d0b073dbf44cdc7588bea7f4c0a6	Question: Where is a ring binder likely to contain budgets? Answer: office Explanation: children are preparing for future playing	 Choice: notebook Choice: school
4a9e633bef6712db928c1c01506d3070	Question: Where might someone have a drink and watch comedy? Answer: show Explanation: you would be doing something to eat in bed	Choice: dinner Choice: refrigerator 
4aa0a4d3b7590e9a91aed7e7c54aa364	Question: Where would I put a rosebush if I did not want to keep it outside? Answer: pot Explanation: the opposite of feeling better is feeling better.	 Choice: formal garden Choice: garden center
3cf60dae993592ae4d8498dc61749b45	Question: John was good at singing, usually.  But today he couldn't do it.  Why can't John sing? Answer: hoarse voice Explanation: a table is the only place that would be confined to.	Choice: being heard Choice: change in mood
9ec29f101f97d7d24b562e3af4df4c1b	Question: Where would someone have to carry their brass instrument while they played? Answer: marching band Explanation: queen is a member of the royal class.	 Choice: jazz band Choice: brass band
b8a43f3359fdfdb78471a6a1be79fc16	Question: I as a person don't kill others, why do I not? Answer: value life Explanation: a container can be used to drain oil in a container.	Choice: experience pleasure Choice: go into debt
a5f084dcbeada1f17009410069720195	Question: Where is a good place to set an attache case other than a desk? Answer: chair Explanation: the president gets in trouble in board room	Choice: business meeting Choice: hospital
7ecff79109f499a28c77af4014e513e2	Question: There was a fast food restaurant every 200 feet to help handle the foot traffic, what is this characteristic of in general? Answer: big cities Explanation: a couple would do in a canoe.	 Choice: america Choice: new york
a6ae68f0eda547032a30e63fbee3fefa	Question: The person turned the oven on and put a pizza in, what happened one hour later? Answer: smell smoke Explanation: children are not likely to feel anything.	Choice: look angry Choice: bank savings 
c158a0f0bd7cbd283d6eae94f15b5c19	Question: Thick molasses isn't what? Answer: free flowing Explanation: nostalgia is the only thing that is associated with memories.	Choice: sparse Choice: slender 
b7f388b514e9783249e288a742b675e5	Question: Where are you likely to find a tupperware container? Answer: kitchens Explanation: people need to communicate more	 Choice: refrigerator Choice: pantry
83b8643fd4ce012d7ee712ec47b8a40a	Question: Billy was searching for leaves to add to his collection.  Where might he have looked for them? Answer: forrest Explanation: a computer is a device that can be used to help people.	 Choice: trees Choice: compost pile
b42222e0233cb78e0df4dcaa433c57b3	Question: John and James loved making friends.  It gave them what? Answer: good feeling Explanation: a table is the only place that is not under the wobbly leg of the what?	Choice: conflict Choice: having friends
38a30c64be4a716f5d74dc6c99e26cdb	Question: Why do some people quit work and go back to school for? Answer: better themselves Explanation: a person who is not interested in the product will be frustrated by the fact that they are not getting	Choice: become disillusioned Choice: face problems
dcc47ca49dba2d92ccbf81cc58fc0b8a	Question: What is likely long on a cat? Answer: whiskers Explanation: a person who is unsure of themselves will feel a certain way.	Choice: sharp claws Choice: four legs 
71a72b02c28c197c97265ad214129ea0	Question: When a person has lost all hope, what do they tend to do? Answer: expect miracles Explanation: a theater is the only place that is quiet.	 Choice: form friendships Choice: think of life
389c326ddbdd16543894fa8556e5fbde	Question: What can happen after drinking alcohol that takes a long time to finish? Answer: get pregnant Explanation: she was competing for the best performance she could find.	Choice: blackouts Choice: bad breath 
f23078c510031844d854083526641be9	Question: What is a steel cable called a wire rope primarily used for? Answer: ship Explanation: a lead is a lead that leads to a story.	Choice: factory Choice: winch
b72b3a51d28bc6585464ce6088001029	Question: Where would a doctor train before gaining a practice? Answer: medical school Explanation: the other two walls are usually built.	 Choice: golf course Choice: nursing home
3f3866883691430bb3ee586683320415	Question: What might someone be trying to achieve by getting wet? Answer: cool off Explanation: the pantry is the only place that would be out of place.	Choice: shrinking Choice: could 
89a0157cecaf1617b54cec139d4062d3	Question: If someone is cooking near the end of the day what are they going to have? Answer: having dinner Explanation: the face is the only thing that is not human.	Choice: cooked food Choice: get food 
fb8c39e39a6d419b824ad4cd80ae3380	Question: Where are there millions of marmoset sitting in trees? Answer: latin america Explanation: a rash is the only option that is likely to happen immediately a rash killing is likely to happen immediately	 Choice: underground Choice: dictionary
c2d67f7fc8ee1847db4b7ee804a55209	Question: What is not a safe way to transport jewelry on vacation? Answer: suitcase Explanation: the big what?	Choice: safe deposit box Choice: department store
26bf5528411450039c31d4b1dd1ea7e2	Question: What might a child do with cards? Answer: play games Explanation: children like jumping rope	Choice: hear stories Choice: play with toys
353bf00e1541b4ab68982c654bbd4072_1	Question: There was a bacteria scare, so bleach was added to the well what? Answer: water Explanation: the only place that is likely to be seen by millions of people is a conference.	 Choice: petri dish Choice: ground
4f79dd4b1c99219c526e23e55f88ea19	Question: Friday wasn't in the mood to be answering questions.  After a ten hour interrogation he was what? Answer: getting tired Explanation: a table setting is the only place that would be used in a kitchen.	Choice: sharing information Choice: boredom
9ef5032332a07fc810e389012f0ff376	Question: Lisa was driving down the highway when she saw a billboard telling her that she was near the border.  Where might she be? Answer: texas Explanation: if you are angry, you will punch.	Choice: countryside Choice: street
0d59846f5eba84d6bdedb5d087449246	Question: If you lock your knees while standing in line, what may you experience? Answer: fainting Explanation: the only thing that would be on display for children is a shark or a shark or a shark or	 Choice: boredom Choice: agitation
dace6f8ae50c50fe5f5cdf25b4695d05	Question: Sam liked procreating.   He didn't care about the children, but he loved a specific part of it.  What did he enjoy? Answer: orgasm Explanation: the baby is crying because it is hurt.	Choice: cum Choice: naked
a56f10f47c0869d4d6a520866cf80121	Question: What will all the differences equal? Answer: sum Explanation: cemeteries are the only place where people can bury their dead.	 Choice: similarity Choice: sameness
70dc3efcfe798e8d5727b022a075af65	Question: The argument was becoming more heated, but when somebody threw fruit at another is when things really started to what? Answer: go off Explanation: a person who is lazy wants to be treated with respect.	 Choice: taste sweet Choice: keep fresh
935935e9a4752105e71635315764164a	Question: What should a savvy consumer do when being presented with proof for the effectiveness of a product that seem too good to be true? Answer: scrutinizing Explanation: shoes are the only option that is likely to be found in a closet.	Choice: exasperation Choice: boredom 
01fd46d66fa1748c015cc496779e168e	Question: Where can a ferret hide easily? Answer: wood pile Explanation: a country club is the only place that would have a tennis court.	Choice: taxi cab Choice: cousin's house 
ceb5a5591ba48b83349ac68dce04fd3b	Question: Where can you find  a pretty flower in the ground? Answer: park Explanation: you would be in a office if you were working.	 Choice: windowsill Choice: vase
7ba380643e0bc81b0e0b5c79b3f39913	Question: People like to watch movies to escape for a couple hours, they find them very what? Answer: entertaining Explanation: people are confused by words being spoken	 Choice: excellent Choice: funny
dfec382741aee0e27fcc7f80e6de5bb2	Question: James enjoyed listening to music, especially for rock.  The genre stirred his emotions.  What emotions did it probably stir? Answer: ardor Explanation: people need someone to listen to music	Choice: enlightenment Choice: feeling better 
00d2de955e68c347a252d267826bee0b	Question: If I want to do a math problem in a proper way, what should I check for? Answer: incorrect Explanation: a city is a place where people can buy a phone booth.	Choice: incomplete Choice: inappropriate 
bde639645db7b2fc6eee027fd7010893	Question: The person was stood up on a date, what was his reaction? Answer: feel resentful Explanation: multiply is the only answer that makes sense.	Choice: machine part Choice: selling things 
5f65b1a832e5e784b99594d67d800ac5	Question: Bobby found the lamp beside him when he got up. Where was the lamp? Answer: bedroom Explanation: the public office is the only place that is likely to have a weasel.	 Choice: building Choice: store
b8b5a1b1ab579ab6fb2788796ea61be9	Question: What is required when someone is typing? Answer: pressing keys Explanation: the only place that could be air that has been breathed by only a few people recently is a surface	Choice: digital dexterity Choice: speed
c32464e6bb97c8775b064fd2cea91cb2	Question: People gather where to watch large four-legged animals run? Answer: race track Explanation: the sun is the only thing that can be found in the shade.	 Choice: populated areas Choice: roadblock
e4e720e11cb9134136ba3342f5fe403c	Question: What could using computer not cause if you are blind? Answer: eye strain Explanation: the opposite of ugly is the opposite of beautiful.	 Choice: increased efficiency Choice: carpal tunnel syndrome
e2d32cfd2a04db3e48ed6d238e61c214	Question: Their union had settled and they would go off strike and what? Answer: get back to work Explanation: the forest is the only place that is not a forest.	 Choice: more money Choice: demands were met
1cc14f6c9ae4435ddb4e4c520eee0065	Question: The accountant used a calculator regularly, he kept one at home and one at the what? Answer: office Explanation: a heating element is the only thing that is controlled by a knob.	 Choice: desktop Choice: wristwatch
7ed716d0f23d70328ee55a29979672c0	Question: John went to sleep on his couch and was dreaming that he was fighting a giant whale in the ocean. When he woke up he was outside in the rain, wrestling an inflatable chair.  What was John doing? Answer: sleepwalking Explanation: hiking is the only reason for hiking.	Choice: might awaken Choice: fear
4124398ab5c08d4427169bcbf6cc91c0	Question: A hub motor is used in some of what breeze making devices? Answer: electric fan Explanation: ignorance between groups causes accidents	 Choice: propeller Choice: car wheel
c02f5895afab6203f031544320ec7909	Question: Where are plants likely to be handled by a city employee? Answer: park Explanation: a car is a vehicle that is stored in a car.	 Choice: windowsill Choice: ground
7c67ad88467380f15575908e70cbbaf3	Question: In what environment would you expect to find a shark? Answer: deep ocean Explanation: a briefcase is a place to keep a plane ticket.	Choice: great barrier reef Choice: maritime museum
8b94d31e617fdd9a010c9381227f4788	Question: If you were looking for where a committee meets, where would you start? Answer: boardroom Explanation: north dakota is the only country in the country.	 Choice: city council meeting Choice: office building
450d0dede1a56eae216bd03fc3436e8c	Question: The Mongallan gazelle to the southern region of where? Answer: sudan Explanation: bob works at a department store.	Choice: game preserve Choice: wildlife refuge
8f4591cb370b5916557e55634396841b	Question: Where do commuters usually move quickly? Answer: freeway Explanation: the atlantic is the only place that is not a tidal estuary.	 Choice: road Choice: race track
b4c1f1710a9293e376662efc17b26ecc	Question: What does not happen to all cats? Answer: have cancer Explanation: shake hands is the only option that is a common term for a meeting.	Choice: excrete Choice: cross roads
864a0c9cebf52fcbafdf681e58f9fe1d	Question: Why would a person be happy about an accident? Answer: not harmed Explanation: the cast rehearsed for weeks, and they were all prepared to what?	 Choice: harm others Choice: hurt people
15484961c7e71fc6701fa2583050ba2c	Question: He read book after book, he always liked to do what things? Answer: learn new Explanation: the only place that is not a pet shop is the pet shop.	Choice: bored Choice: enjoyable 
6f1587f3acd7a30e19b2c43c1f7f932d	Question: Why might someone have a hard time seeing through a clear medium? Answer: thick Explanation: a predator is a predator	Choice: opaque Choice: obscure 
8959f7fd535adcbfa7028dc13af3dcb2	Question: After a long day of teaching and an afternoon of grading homework the teacher was hungry so she began to what? Answer: prepare dinner Explanation: james is not hungry because he is not feeling well	 Choice: evaluate progress Choice: include examples
ee41a22c817c4211df101653916218b9	Question: If a person spends all day at their job, what are they likely doing? Answer: work hard Explanation: soccer is the sport that people usually watch.	Choice: walk away Choice: turn around
ff83f66bc1e5a772cc67d80db035b023	Question: She found the trend quite odd, but it seemed that this was the new what? Answer: normal Explanation: switzerland is the only country that can be found in northern climates.	Choice: common Choice: regular
7c22c55993fccd4c7d3c4d1f97bfff7e	Question: What is necessary for learning by yourself? Answer: study Explanation: the hippy wanted peace with all humans, he had strong feelings for all humans	 Choice: thought Choice: exposure
a559a57de138712f4f54a2e53032ce8c	Question: WHat is another name for cat? Answer: feline Explanation: a cupboard is the only place that is not a surface of earth.	 Choice: thirsty Choice: hungry
cbba576b4b99ffedede40d316e0f7ff7	Question: The salesperson had to be especially good with children, he did work where after all? Answer: toy store Explanation: customers usually order dinner at a restaurant.	Choice: bookstore Choice: shop 
9f6cabbb147fab4502ad2103d65fc24a	Question: A student should not do what while their instructor is lecturing? Answer: talk Explanation: asthma attacks are caused by breathing	Choice: play piano Choice: study engineering
c97155f467f62117d99025bfcb04ce68	Question: What  might john order at an indian resturant on top of the space needle? Answer: curry Explanation: a job is a job, and a job is a job.	Choice: large city Choice: seattle
8265b6c3bf478308148c52edbb439d6b	Question: Sam lives in a ranch house, which is a bit of a sterotype where he lives.  Everyone from out of state thinks he's a cowboy.  Where might he live? Answer: texas Explanation: advertisers are usually the only ones who are not employed by the newspaper.	Choice: california Choice: west
af931c790b4e72f7ea2e73d1df743eec	Question: Someone charged with killing people is likely to reside where? Answer: going to jail Explanation: a child wouldn't want to have sex with a child	 Choice: terrible Choice: murder
ed821a99d1d6f4efbd77c422d878ee79	Question: John spent his days planting ficus trees.  He did so because trees were an important part of what? Answer: ecosphere Explanation: the janitor had to climb high in the rafters of the auditorium to get high enough to climb high enough	Choice: tropical rainforest Choice: sunny window
ce226eaebc6343e09e48b1b0967a07a7	Question: He always traveled up the mountain when winter arrived, he had a passion and desire to do what? Answer: ski Explanation: he was a good student and would have been able to learn.	Choice: knit Choice: play hockey 
158114591a4099962d44fa83abc31c62	Question: Where might someone keep  moistener? Answer: bathroom Explanation: hotel room is the only place that would have a hotel room.	Choice: drug store Choice: hand lotion
3d3f3888ed411b93a5268ea0005a450d	Question: If man and mammoth wanted to meet, they would probably have to do it during when? Answer: stone age Explanation: a flea is a parasite that is attracted to blood.	Choice: ancient history Choice: storybook
d9a110d84a29363d73b8f29969ff1f6d	Question: He had decent disdain for the pop band, but that wasn't going to stop him from taking his daughter to see them because she absolutely what them? Answer: adore Explanation: friendly man is the friendly man who met people to show he was happy.	 Choice: revere Choice: admire
2b15513f39ddf5581dccfe9bdd3b6120	Question: Sam felt that you needed to improve yourself.  She said that you should take the time to collect your thoughts and clear your mind.  Why does she want you to improve yourself? Answer: feel better about yourself Explanation: oven is the only option that would not turn on.	Choice: meditate Choice: celebrate 
a87454e96bbbc6fdae727902e4580d55	Question: If changing society happens, what could be an outcome? Answer: confusion and chaos Explanation: opera is the only option that can be seen on a program	Choice: sometimes bad Choice: better standard of living 
76975c841529a2a32edd5ccce8904fa7	Question: What does a person looking for new things in life do? Answer: welcome change Explanation: traveling is the only option that is simple.	Choice: become depressed Choice: pay bills
aa55b7f6b2b2c627ea7d95b621a0ffbf	Question: If you want to make a big splash in a river with a rock, from where should you throw it? Answer: bridge Explanation: a group of singles is a group of singles.	Choice: ground Choice: mountain range 
ea4612e47e3be9e3e8eb6721804f0577	Question: The food was packaged for sale, where was it bound? Answer: shop Explanation: self - help books are the only thing that can help you	Choice: refrigerators Choice: shelf
f120510db56f949ca231d5376fff9591	Question: What can be the consequence of having many drinks when celebrating? Answer: getting drunk Explanation: a scan of everything is a scan of everything.	Choice: having sex Choice: drink too much
155c0ce6a35e192d5a2491611296b6b0	Question: Humans often have hunting instincts, so what do they do? Answer: eat meat Explanation: space shuttles are not designed to fly.	Choice: excrete Choice: play piano
59af676a5e79ad28bb77df03ce81c28a_1	Question: Indoor cats versus outdoor tend to what longer? Answer: live many years Explanation: a cable is used to winch a cable	Choice: see king Choice: meow
cba23819444e00999127d3d2a4b92295	Question: What are blue birds known to do? Answer: sing songs Explanation: a company is a company that is in trouble.	Choice: lay eggs Choice: spread wings
7428b0c780428d64116d060520b9fa0c	Question: Sure you could get a drink absolutely anywhere, but he found he lost less money if he was just at the bar where? Answer: las vegas Explanation: a dog is a dog that is not a dog.	 Choice: nightclub Choice: new york city
a953b0d0c68e15291539de2ae14fb10c	Question: What do walls often make up? Answer: building Explanation: the surprise party planners had to be very discreet	Choice: corner Choice: house
177e38cf52f75852a2f8bfcc2fd52434	Question: Sam tried to reach the button but he was too small. What might he wish himself to be? Answer: big Explanation: michigan is the only place where you can't live in a house.	Choice: adult Choice: capital
cbe744af729ab1b034170350c9b6645c	Question: The person used a candle to navigate up the spiral staircase, where were they likely? Answer: light house Explanation: a table is the only place where you can buy beer.	 Choice: emit light Choice: fire hazard
927a9559624837ed9547b586936cffe1	Question: After running twenty six miles he felt like he had lost twenty six pounds, this was from all the what? Answer: sweat Explanation: the police thought bo was just where?	Choice: drink water Choice: collapse 
87a979cfcb9db2f7bdd768702126e211	Question: A sailor has to do a lot of prep work before the ship can leave, but what is the first step he must take? Answer: board ship Explanation: murder is the only option that is a requirement.	 Choice: sail boat Choice: coming home
955de3811b35ac7ecea69c97f2d0d8e9	Question: He didn't like the walk up, but living on the top floor meant there was nobody above him in the what? Answer: apartment building Explanation: change in leadership is changing the world	Choice: office building Choice: tall building 
b354afce5ed2889988f34abbff617797	Question: What generally elected position might be prone to be labelled a weasel? Answer: public office Explanation: wrestling is a sport that is considered to be a sport.	Choice: out of doors Choice: washington dc 
709912a9876e824ea97da15170fd1716	Question: Where might you have to pay for a shopping bag now? Answer: supermarket Explanation: a changing room is the only place that you would use a changing room.	 Choice: home Choice: closet
4c94922b353a58bfbb2d48f5fa83b99d	Question: Where would you put a plate after washing it? Answer: kitchen cupboard Explanation: fungus is the only thing that can be disturbed by sunlight.	Choice: flea market Choice: dishwasher
61fb05f1f134dc0c19fba0ede286d480	Question: Why would people use airplanes? Answer: war Explanation: kissing is the only option that is a good option.	Choice: aircraft carrier Choice: sky
e1cc4e185fcdd5fe089da196a0962024	Question: Where does a well known fox movie take place? Answer: tennessee Explanation: a person who works at a distillery is usually a person who works at a distillery	Choice: grassy field Choice: inside joke 
c720dfeda40bbc4dc914df7a05b29f48	Question: John buys a 5 pound block of salt. Where is he likely to keep it? Answer: kitchen cupboard Explanation: ballpark is the only place that is not a movie theater.	Choice: fast food restaurant Choice: shaker
39b23069e9fbb800803f304d3b940d8a	Question: When spending a long time walking a dog what would you feel? Answer: tiredness Explanation: healthy people are not usually healthy.	Choice: sore feet Choice: pride
cc1611666842a725a76744f2cbf5a3d7	Question: How is someone likely to feel about a person hurting someone else? Answer: will resent Explanation: a line is the only thing that would add a line to a bus stop.	Choice: feel remorse Choice: bad karma 
48489c36b2b4176f5190c7ba860174f2	Question: Where do young people read about weasels? Answer: children's story Explanation: a salesman would be in a car dealership, not a dealership.	 Choice: corn fields Choice: animated film
30a67176a331f5dd5147c59f1af28fe8	Question: She caught the first snowflake of her life on her tongue, she was naively excited to be spending a what in a region that actually had snow? Answer: winter Explanation: a hospital is the only place that would be in a hospital	Choice: december Choice: air
