pairID	input	label
a147ad636fd99728b09c557b7c293caa	Question: What state would have many Mexican restaurants? Answer: southern california Explanation: southern california explanation southern california would have many Mexican restaurants	 Choice: san diego Choice: mexico
e41bd2230ab8e2dfd445888c21b61f73	Question: Where would a weasel go if it is hungry? Answer: cherry tree Explanation: cherry tree explanation a weasel would go to a cherry tree when hungry.	 Choice: natural history museum Choice: court room
7462b24ecb69645f5e54feb5809d2a61	Question: What might a friend throw a party for another friend? Answer: coming home Explanation: coming home explanation i consider it the best option because they have to be more true	Choice: rely on Choice: keep secret
fa742ce32541aa7a7cf73cc92b34943f	Question: What is a person dressed as a clown hoping to accomplish? Answer: make others happy Explanation: make others happy explanation clowns make people happy.	 Choice: low crime Choice: good lover
762cdee2dc9a43a037f083b3f8226338	Question: The dryer sheets were labelled wild flowers, they were very what? Answer: fragrant Explanation: fragrant explanation wild flowers are very fragrant.	Choice: red Choice: pink
0643240e71362d8c0f2032a728fab3a9	Question: What do lizards climb up? Answer: rock wall Explanation: rock wall explanation lizards climb up rock walls.	Choice: great outdoors Choice: stream bed 
235f02c586b1137a5ea5c882bc8af0ea	Question: If two groups of people want to vacation somewhere else for free, what can they do? Answer: trade places Explanation: trade places explanation two groups of people want to vacation somewhere else for free,what can they do?	Choice: hurry along Choice: make lists 
2ef392562809a7e365eb4fbefcf6b245	Question: What does a police officer in their sixities? Answer: retire Explanation: retire explanation a police officer retires in their sixities.	Choice: case Choice: direct traffic
733d651671fac9bbbc27336b175c618c	Question: When I was driving, I saw a lot of emergency vehicles up ahead.  What might have happened? Answer: traffic accident Explanation: traffic accident explanation a traffic accident is the only thing that might have happened.	Choice: tension headache Choice: tunnel vision
f94d8afe9941fe8657491354b54e33f0	Question: What happens to a person falling? Answer: going down Explanation: going down explanation falling causes pain	Choice: pain Choice: broken bones
b932b97619086f3f1a4f7e8a5e1037cf	Question: People do what during their time off from work? Answer: take trips Explanation: take trips explanation i consider it the best option because they have to be more true	 Choice: grow shorter Choice: become hysterical
bdf5ae22c09c317c425e8e64b93bdeef	Question: What can ignorance between groups cause? Answer: hostility Explanation: hostility explanation ignorance can cause hostility between groups	Choice: bliss Choice: accidents 
748af43c0c48e14830f6e007e5abd629	Question: If a group of friends have gathered after reading a book they are likely about to have a what? Answer: discussion Explanation: discussion explanation a group of friends have gathered after reading a book they are likely about to have a discussion	 Choice: learning Choice: learn things
65ae7cccb44340ade1543c2167bbe3d2	Question: A king or queen is a member of what class? Answer: monarchy Explanation: monarchy explanation king or queen are members of the monarchy.	 Choice: deck of cards Choice: beehive
b16a521cf1410b8e7839b2079fca7aeb	Question: Where is a bicycle likely to be stolen? Answer: street Explanation: street explanation a street is the only place where a bicycle would be stolen.	Choice: toy store Choice: garage
38cb3bbd8c630ff9f299a868fcd3df54	Question: What do people try to avoid? Answer: suffer pain Explanation: wait in line explanation waiting in line is the only thing people try to avoid	Choice: bank money Choice: wait in line
c701d09e640808b76d3c0360bdc70725	Question: The factory made all sorts of specialized toys; AK47's, MiGs, anything having to do with what? Answer: russia Explanation: workers explanation the factory made all sorts of specialized toys; AK47's, MiGs, anything having to do with what	Choice: workers Choice: free trade zones 
b1fba9ad6193c6751ddb3f58f7f39b35_1	Question: It was the first time they had met their new niece, it was good to have everybody together at the annual what? Answer: family reunion Explanation: family reunion explanation a family reunion is the only option that would have everyone together.	Choice: family tree Choice: brother's house
8d8f7307cc607de68ab89e916837754b	Question: What does someone want when having fun with their friends and trying to fit in? Answer: being understood Explanation: being understood explanation if someone wants to fit in, they want to be understood.	 Choice: visiting friends Choice: hug
0301477ef5eb8a36281524182e6fa0c0	Question: The people wanted to take the scenic route, they chose the highway that cut through the what? Answer: countryside Explanation: countryside explanation countryside is the only option that cuts through the countryside.	Choice: atlas Choice: united states
709aab8fe11c4dbc3e809d84e239266b	Question: Some cars have racing lines on them called? Answer: stripes Explanation: stripes explanation racing lines are the only thing that can be seen on cars.	Choice: breaks to help stop Choice: radios
8ad4670ea7c6929ede12325f22384e21	Question: What device popular with children has two wheels? Answer: bicycle Explanation: bicycle explanation a bicycle is the only device that has two wheels.	Choice: vehicle Choice: car 
cb7dbd26dc49d50e6da43ff800fb5581	Question: Sally went to her office, which was on the 8th and top floor.  Where does she probably work? Answer: tall building Explanation: skyscraper explanation a skyscraper is the most likely place to work.	Choice: skyscraper Choice: public building
a265e3719e2eaf39b8fe6c901717303e	Question: What will happen to someone after you are answering questions that he or she asks? Answer: children will learn Explanation: children will learn explanation children will learn after answering questions	Choice: better grade Choice: embarassment 
23ecb6bbafcfde6cef108559fe7843a2	Question: Talking to someone is pointless if they're doing what? Answer: not listening Explanation: not listening explanation talking to someone is pointless if they're doing something	 Choice: eye contact Choice: being heard
1533dc3403bcdb227dec51c94aae7838	Question: If someone has a head they will also have the ability to what? Answer: point Explanation: point explanation if someone has a head they will also have the ability to point	Choice: subordinate Choice: base
20564946584e90eebe82a0e4678d0107	Question: Humans have a number of body parts that serve multiple functions.  Name something that they have an abundance of, and which serves a dual function. Answer: ten fingers Explanation: two eyes explanation two eyes serve multiple functions.	 Choice: two arms Choice: two eyes
112f17f446977dd29f350774710bfb7b	Question: The couple had been copulating seemingly non stop, eventually they finally had a what? Answer: period of rest Explanation: period of rest explanation the couple had been copulating seemingly non stop, finally they had a period of rest	 Choice: intense pleasure Choice: skin irritation
4b01446dca77a9405bb606cc67d70625	Question: I framed the picture so I could look at it while I ate dinner, so where did I put it? Answer: table Explanation: table explanation a table is the only place that would hold a picture.	Choice: newspaper Choice: desktop
32ebaeba50acf33832c13ad6e62d34ab	Question: What might help if my dog wants a drink but his bowl is empty? Answer: cup Explanation: cup explanation i consider it the best option because they have to be more true	Choice: cabinet Choice: can 
2ce0da8f93bb138cc8192723e9390ea4	Question: He was tuning out the business show in the background, they were yammering about how to fight inflation with a certain percentage to what? Answer: raise interest rates Explanation: raise interest rates explanation raising interest rates is the only way to fight inflation.	Choice: lower prices Choice: have money
cafe19fc1e5caf677492d485ff670ba2	Question: The lizard was at the zoo, the protester stole it and returned it to the what? Answer: wild Explanation: galapagos archipelago explanation the lizard was at the zoo	 Choice: galapagos archipelago Choice: glass cage
86ca5b66f3edd3ba38f117dd2c2cc1b2	Question: There weren't potatoes but actually a snake in his what? Answer: burlap sack Explanation: burlap sack explanation snakes are usually found in burlap sacks.	 Choice: deep grass Choice: hot country
b930de036edbe3728dcf8c1fd49fd991	Question: It was time for a harvest, you could find potato after potato in the what? Answer: soil Explanation: soil explanation a farmer's field is the only place where you could find potato after potato.	 Choice: farmer's field Choice: food market
3651cf2b29f1e8281c8032c73a43e91e	Question: The people wanted to do a demonstration, where did they decide to do it? Answer: public place Explanation: public place explanation a public place is the most likely place to do a demonstration.	Choice: roadblock Choice: space shuttle
ec0412aeb10cd536bfa5b6e8ba2bcc2f	Question: What happens when someone is driving their car for a long time? Answer: tire wear Explanation: tire wear explanation if you are driving for long time, your tires will wear out.	Choice: wheels turning Choice: lack of fuel 
63679f3c09e79bd3c6e5ab5d071e4d50	Question: Where are spectators likely to ask for players autographs? Answer: sporting event Explanation: sporting event explanation a sporting event is the most likely place to ask for autographs.	 Choice: soccer game Choice: hockey game
84ea01cf91e17c539c39496a9f4aa8bf	Question: The therapist told him he had to communicate his problems, he said to just be willing to do what? Answer: talk with people Explanation: talk with people explanation the therapist told him he had to communicate his problems	Choice: send email Choice: talk to people
5d1cb81bd8bd0c44f961044c6aab4431	Question: Animals can be very primal, sometimes to prove themselves they what? Answer: fight each other Explanation: live lives explanation primal animals need to live lives to prove themselves	 Choice: need to eat Choice: live lives
613915473ca15b918ceba3624d9d02ad	Question: Where is a good place to find a lot of fictional words? Answer: books Explanation: newspapers explanation newspaper is the only place to find a lot of fictional words.	Choice: newspaper Choice: sentence
f1eb6055fa8a1ec94fa6d710d9a6741b	Question: Something that you need to have inside of you when opening a business is a lot of? Answer: determination Explanation: determination explanation determination is the only thing that you need to have inside of you when opening a business	Choice: creativity Choice: funding
c3baa016c6b183c86c499dc9d9366dc2	Question: Where are you likely to find an injured soldier? Answer: war zone Explanation: war zone explanation a war zone is the only place you would find an injured soldier.	Choice: white house Choice: battlefield
a0ffc4722ccb225f51dadcccd19b93d5	Question: Daryl is 16 years old  and he's on a football team. Where is his team's home football field most likely located? Answer: school campus Explanation: oklahoma explanation oklahoma is the only place that has a home football field.	Choice: college campus Choice: oklahoma 
19eee9caa52e736b12c192071c4046f3	Question: If a couple is having financial issues, buying products can lead to what? Answer: disagreements Explanation: disagreements explanation if a couple is having financial issues, buying products can lead to disagreements	Choice: economic boom Choice: being able to use
42e18930f7013dc41a3c6d6bc17be9ac	Question: John saw a pair of disembodied lips floating towards him.  He was hypnotized by their what? Answer: motion Explanation: motion explanation lips are disembodied	Choice: human face Choice: faces
2f432b7da8cd23b9422d402c10c3a8ef	Question: Where would a loose weasel cause the most destruction? Answer: hen house Explanation: michigan explanation a weasel would cause the most destruction in michigan	Choice: great britain Choice: michigan 
f89ebff680089a7785cc6d122e653692	Question: The college student was actually quite selfish and image obsessed, he only spoke of helping others and his what kind of values Answer: altruistic Explanation: altruistic explanation philanthropic and selfless are two different kinds of values	Choice: philanthropic Choice: selfless 
c6d92e108160e056c89c8bc3d772a914	Question: In the morning you return to work, in the evening you? Answer: leave work Explanation: leave work explanation i consider it the best option because they have to be more true	Choice: get out of bed Choice: go to meeting
1656437fb9de8cacef5dbf6e49306adc	Question: A person woke up in bed.  Their spouse was sleeping beside them.  They rolled over, did something, and stood.  What did they do before standing? Answer: sit up Explanation: sit up explanation standing is the only way to say love.	Choice: converse Choice: say love
30b1763083bc544b82ceec87cf68705d	Question: What do you need to do to get recognition at work? Answer: work hard Explanation: work hard explanation you need to work hard to get recognition at work.	Choice: purchase Choice: reach for 
7f10a24411108b42fa53f76223cacb56	Question: What could you use a net as? Answer: fishing gear Explanation: fishing gear explanation a net is used to catch fish.	 Choice: fishing boat Choice: soccer game
fa01c3b02ef685da10246088861f8e1b	Question: What is likely to have more than one level in a city? Answer: garage Explanation: carpenter's shop explanation a carpenter's shop is likely to have more than one level in a city	Choice: carpenter's shop Choice: video game 
a406fbf1b10901edf09bab84f93e1934	Question: What happens to people playing games? Answer: happiness Explanation: winning explanation people play games to win	Choice: winning Choice: entertainment
d7feecafb395370c51777d2d7e132c89	Question: Where might I re-home a well loved piece of furniture from college days? Answer: friend's house Explanation: friend's house explanation i consider it the best option because they have to be more true	Choice: room Choice: rug 
1bbebcd310f5bdad635ecb749737fb9c	Question: They had heard it was a good movie, so even though it was going to be packed the still decided to what? Answer: wait in line Explanation: wait in line explanation if the movie is packed, you would have to wait in line.	Choice: stand in line Choice: pretend 
c124bde6c01184d23b92542eea705269	Question: The couple decided the new shades didn't match the old wall color, where did they go next? Answer: paint store Explanation: paint store explanation i consider it the best option because they have to be more true	Choice: windows Choice: house 
f0b289969ec4d5f1d15001aadcfc91cf_1	Question: Today was beautiful, clear blue skies are nice but there's nothing to look at up there if it isn't a little what? Answer: cloudy Explanation: cloudy explanation if it isn't a little cloudy, you can't look at anything.	 Choice: grotesque Choice: hideous
82b9fe013c92211b909d81589ebe6ccf	Question: What type of door are canned good usually kept behind? Answer: cabinet Explanation: cabinet explanation a pantry is the only option that has a door.	Choice: cupboard Choice: pantry 
5a0df1d9cc381d661af5e589c8284a8b	Question: If my friends are alcoholics, where can I find things that they'd want for a party? Answer: liquor store Explanation: liquor store explanation a liquor store is the most likely place to find things for a party.	Choice: bar Choice: fraternity house 
9fdef08eece86ba38cf411244c4d2df6	Question: What does a person who is considered good known for? Answer: contribution to society Explanation: contribution to society explanation a good person contributes to society.	Choice: ride horses Choice: green thumb 
51050dc0d53e4947a064f72cb90c1beb	Question: When a stressed person is breathing fresh air, what are they often looking to do? Answer: clear head Explanation: reviving explanation reviving is the only option that can be done with fresh air.	 Choice: exhilaration Choice: reviving
e80fb656a4e7a7890d051a5955ceb5da	Question: The child had never seen a jellyfish in real life, he had only seen them in a what? Answer: movie Explanation: movie explanation a movie is the only thing that shows jellyfish in real life	 Choice: tank Choice: shore
96b5476b1c55c1ca60dfbceba33e9203	Question: A ruler is likely to hold court where? Answer: palace Explanation: public building explanation a court is held in a public building.	 Choice: gymnasium Choice: public building
697d773f9edbd76c17c52c3676da12e9	Question: Where could you find many people standing inside? Answer: public place Explanation: public place explanation public place could you find many people standing inside?	Choice: space shuttle Choice: street corner 
fcfbf207c5586294fdce33b645b613f1	Question: Where does water in the sky come from? Answer: rain cloud Explanation: rain cloud explanation water in the sky comes from rain clouds.	 Choice: lake or river Choice: wishing well
14949b0fadcc17ad9790c9281271b064	Question: What do most people hope to achieve when having sex? Answer: orgasm Explanation: orgasm explanation i consider it the best option because they have to be more true	Choice: bliss Choice: getting pregnant
7f61d479620f3d5fbc5eb2f0255968c3	Question: Sometimes things don't concern people themselves, this often leads them to what about the result? Answer: care less Explanation: care less explanation when things don't concern people, they tend to care less.	 Choice: play golf Choice: trip over
726a27307820da00ee9adbd02cc2e74e	Question: He found it odd that while attending lecture the professor got preachy, and even weirder when his fellow students started to what? Answer: applaud Explanation: applaud explanation the professor is preachy and applauds his fellow students	Choice: learning Choice: taking notes
70a955764f9dc3d225690469eb815b27	Question: Where are you likely to find water underneath? Answer: bridge Explanation: bridge explanation a bridge is the most likely place to find water underneath.	Choice: toilet Choice: jar
ae02c0afec6369cdc53d3507f18874f0	Question: Where do I put a folding chair if I have more guests than expected in my house? Answer: room Explanation: room explanation a room is the only place you would put a folding chair.	Choice: garage Choice: church 
49924b546d0de3dd8bb663b0728ec9de	Question: One way to relieve your hunger if you live near the coast is to do what? Answer: bring home fish Explanation: bring home fish explanation bringing home fish is the only way to relieve your hunger.	Choice: make bread Choice: go to market 
e5fdf8c6fb57858bc0c6b3c64a6da8d5	Question: If someone is looking at a ceiling for issues before putting down a rent deposit, where are they likely? Answer: loft Explanation: loft explanation a loft is the only place that would have a ceiling.	 Choice: house Choice: classroom
59781d579c689b82fc84e9a3d67c87c6	Question: When a person is on trial for killing, what is a jury likely to decide? Answer: punishment Explanation: punishment explanation retribution is the only thing that a jury would decide.	 Choice: investigation Choice: retribution
876a2b6510b536f4f1aac16d59ff882c	Question: Where does a car belong? Answer: road Explanation: road explanation a road is the only place where a car belongs.	Choice: race track Choice: freeway
e19bd03a270da6264b4dfdf1165a2f27	Question: What to living things do to continue their species? Answer: reproducing Explanation: reproducing explanation living things reproduce to continue their species	Choice: perspiration Choice: palpitations 
a4657fc47c8dbe999297f148cf3b7af0	Question: He was applying for a job, what did he promise to do when he spoke with the manager? Answer: working hard Explanation: working hard explanation he promised to work hard when he spoke with the manager	Choice: frustration Choice: stress
b097e008d64dac93c80ae573c0b76437	Question: What leads a company to get in trouble? Answer: commit crime Explanation: commit crime explanation committing crime leads a company to get in trouble	Choice: liquidated Choice: branch out 
042ce5d57aed06e6988c3739050fb1e4	Question: WHat do cats get into when they are ripping things apart? Answer: trouble Explanation: trouble explanation cats get into trouble when they are ripping things apart	Choice: nature Choice: dog's mouth 
6d3c601a9658bedfd0c77893d2217208	Question: What could you do if you want to get free stuff that is worth money? Answer: stand in line Explanation: stand in line explanation standing in line is the only way to get free stuff that is worth money.	 Choice: apply for job Choice: take care of proposals
2a414cfb953728c7e5ea317926d0bb93	Question: The comforter was used constantly and treaded upon by everyone, where should it be placed? Answer: washing machine Explanation: bedroom explanation a comforter can be placed in a bedroom.	Choice: livingroom Choice: bedroom
016ffd3929e330e6bfa8f94447b35075	Question: Bobby noticed that the silverware was plastic.  This was a turn off for him because it was so cheap.  Where might he have been? Answer: restaurant Explanation: restaurant explanation a restaurant is the only place where silverware is cheap.	Choice: table Choice: kitchen 
dc87f4ca792206524b6b57dca4ba1c19	Question: Where is one likely to keep a stylus? Answer: palm pilot Explanation: record player explanation a record player is the only place one would keep a stylus.	 Choice: record player Choice: hand
cb61e327f4bc985661c57206bceedcc1	Question: where do families likely watch television? Answer: living room Explanation: house explanation a house is the only place where families watch television.	Choice: bar Choice: house
a08c786efdd043a0cdf4b5359e37068f	Question: The shrewd investor had a simple plan to fight inflation, and that was to make what? Answer: more money Explanation: more money explanation shrewd investor had a simple plan to fight inflation,and that was to make more money	Choice: save money Choice: pay less
642b8fd1764160befc0efc8fa829282a	Question: While eating a hamburger with friends, what are people trying to do? Answer: have fun Explanation: have fun explanation eating a hamburger with friends is the best way to have fun.	 Choice: tasty Choice: indigestion
369c5574be5513cd1011e29010621610	Question: If you were in a aberdeen and had just left a tourist spot of four faces carved in a mountain, you'd probably be where? Answer: south dakota Explanation: scotland explanation scotland is the only place that has four faces	 Choice: washington Choice: scotland
2ea46ac956027cc73a78eaeebf97bda5	Question: After getting drunk people couldn't understand him, it was because of his what? Answer: slurred speech Explanation: slurred speech explanation drunk people can't understand him	Choice: lower standards Choice: falling down
12c18cb42b5cea5c64b3954288f844ea	Question: Water is used as a mirror when designing a what? Answer: reflecting pool Explanation: reflecting pool explanation a reflecting pool is the only option that uses water as a mirror.	Choice: sewage treatment plant Choice: fish tank
42db8ffdbb3f116ad9f4f0cb791dfc3a	Question: What would cooks do when they are almost finished cooking? Answer: season with salt Explanation: prepare meals explanation cooks prepare meals when they are almost finished cooking	 Choice: prepare meals Choice: better food
f35bd5f5baf09e8836dd08cfe77a6d34	Question: There are many dance clubs and higher rates of obesity where? Answer: united states Explanation: ohio explanation ohio has many dance clubs and higher rates of obesity	 Choice: michigan Choice: ohio
ce6f42800abbc61b4a7c5aeeadda0dd3	Question: The elementary-age child was asked to describe a ball, what word did he likely use for it? Answer: round Explanation: round explanation spherical is the only word that would describe a ball.	Choice: spherical Choice: circular
c5a63d0913d98576a6d7221e82c598c1	Question: What plastic item can you store dairy in? Answer: container Explanation: container explanation dairy can be stored in a container.	Choice: fridge Choice: refrigerator
5198f1ac4f753ed3e0acbe45c93fa48f	Question: What are you hoping will happen when talking? Answer: people to listen Explanation: people to listen explanation attempting to communicate is the only thing that would happen when talking.	Choice: attempting to communicate Choice: making sound
040f2c6071932ad5aabab709d6220b3b	Question: Why do manufacturers have many machines? Answer: produce products Explanation: perform work explanation many machines are needed to perform work.	Choice: perform work Choice: serve humanity
3bfa1ea847af67249c67a9fb0bdd0c1b	Question: Where does a beaver leave? Answer: body of water Explanation: body of water explanation a beaver would leave a body of water	Choice: british columbia Choice: wooded area 
45888a31e2c7458758431992b9105ff6	Question: What are birds likely to do in the winter? Answer: head south Explanation: head south explanation birds head south in the winter	 Choice: fly high Choice: spread wings
e3b05b99436effba6ae8badb4639e14c	Question: A water spout was seen in the ocean off the coast of what? Answer: florida Explanation: florida explanation florida is off the coast of the united states.	Choice: sink Choice: fountain
a014a1dfa386ab437c6fb38c2ceabe30	Question: Choosing a cruise for traveling can have many benefits, socially you're in close proximity strangers and get to experience what more quickly? Answer: meeting new people Explanation: meeting new people explanation i consider it the best option because they have to be more true	Choice: disorientation Choice: getting somewhere
600b07682655088e977d270bc6bf0787	Question: Where can you learn about the anatomy of a blowfish in print? Answer: books Explanation: books explanation books can you learn about the anatomy of a blowfish in print?	Choice: fish market Choice: france
27bf78cb721ff2b662f81882045a992f	Question: We do not have rest, so how are we feeling? Answer: were very tired Explanation: were very tired explanation we do not have rest, so how are we feeling?	 Choice: exhausted Choice: worked all day
171b800beb3759e93e1e49762d005fe6	Question: When the farmer was reproducing sheep, what did one sheep give later? Answer: birth Explanation: birth explanation the farmer is reproducing sheep for a larger family	Choice: larger family Choice: fun 
601acfe84677825dffce817850bcd875	Question: Where do salmon fish spawn? Answer: river Explanation: river explanation salmon fish spawn in the river	 Choice: aquarium Choice: ocean
cead7867c6fb33d75e8fe517be3e3000	Question: Where would you send stationery to someone? Answer: post office Explanation: post office explanation a post office is the only place where you would send stationery.	Choice: drawer Choice: desk
27db820bdd2848b328dbec49cf03d57e	Question: The person was trying to describe what makes a good movie, he liked all the little what? Answer: details Explanation: details explanation witty is the only thing that makes a good movie.	Choice: witty Choice: go home 
93e65088187a50c158ec42e6ebce4ade	Question: Sam  spent time chatting with friends about important things because he wanted to get what? Answer: answers Explanation: answers explanation he spent time chatting with friends because he wanted to get answers	 Choice: communication Choice: happiness
0fd2348c2925feb5403fdf5bf6c5f118	Question: He had planned to drive away normal, unfortunately the car was stuck in what? Answer: reverse Explanation: reverse explanation he had planned to drive away normal, unfortunately the car was stuck in	Choice: tangential Choice: unconventional 
73815fab02f11b7b910d800cf59c187e	Question: What kind of emotion does eating at your favorite restaurant bring about? Answer: satisfaction Explanation: satisfaction explanation eating at your favorite restaurant brings you satisfaction.	Choice: getting full Choice: gaining weight
44a615757bd8438d4d17b6674ac420bb	Question: Light from the sun goes past earth and becomes weaker as it spreads out into the what/ Answer: universe Explanation: universe explanation light from the sun goes past earth and becomes weaker as it spreads	Choice: ocean Choice: attic 
